Store Name,Category,Product Name,Price,Rating,Number of Reviews,Calories
Corner Bakery Cafe (1019 S Westwood Blvd),Drinks,Iced Tea,3.4,,0,0.0
Corner Bakery Cafe (1019 S Westwood Blvd),Drinks,Hand-Roasted Coffee (Group Size),21.48,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Drinks,Hot Tea,3.3,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Kids,Kids Pasta,6.6,60.0,5,285.0
Corner Bakery Cafe (1019 S Westwood Blvd),Kids,Kids Breakfast,6.4,62.0,8,330.0
Corner Bakery Cafe (1019 S Westwood Blvd),Kids,Kids Combo,7.23,50.0,8,290.0
Corner Bakery Cafe (1019 S Westwood Blvd),Kids,Kids Sandwich,6.6,33.0,6,380.0
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Cream Cheese Brownie,5.26,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Monster Cookie,3.4,66.0,3,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Packaged Sweets,8.67,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Chocolate Chip Cookie,3.4,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Sugar Cookie,3.4,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Oatmeal Raisin Cookie,3.4,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,English Toffee Cookie,3.4,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Chocolate Baby Bundt Cake,5.26,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Mix & Match Sweets,24.48,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Maple Pecan Bar,5.47,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Lemon Baby Bundt Cake,5.26,,0,
Corner Bakery Cafe (1019 S Westwood Blvd),Bakery,Cranberry Orange Bundt,5.26,,0,
Chick-fil-A (900 Westwood Blvd),Meals,Spicy Chicken Sandwich Deluxe Meal,15.33,89.0,75,
Chick-fil-A (900 Westwood Blvd),Meals,Chick-fil-A® Nuggets Meal,13.91,90.0,252,
Chick-fil-A (900 Westwood Blvd),Meals,Chick-fil-A® Spicy Chicken Sandwich Meal,14.33,93.0,305,
Chick-fil-A (900 Westwood Blvd),Meals,Chick-fil-A® Deluxe Meal,14.79,90.0,64,
Chick-fil-A (900 Westwood Blvd),Meals,Chick-fil-A® Sandwich Meal,13.83,92.0,323,
Chick-fil-A (900 Westwood Blvd),Meals,Grilled Chicken Sandwich Meal,15.41,92.0,13,
Chick-fil-A (900 Westwood Blvd),Meals,Grilled Chicken Club Meal,18.16,100.0,4,
Chick-fil-A (900 Westwood Blvd),Meals,Grilled Nuggets Meal,14.71,,0,
Chick-fil-A (900 Westwood Blvd),Meals,Chick-n-Strips™ Meal,14.08,,0,
Chick-fil-A (900 Westwood Blvd),Meals,Chick-fil-A® Cool Wrap Meal,17.57,,0,
Chick-fil-A (900 Westwood Blvd),Meals,Southwest Veggie Wrap Meal,17.07,,0,
Chick-fil-A (900 Westwood Blvd),Entrées,Chick-fil-A® Nuggets,7.66,94.0,557,
Chick-fil-A (900 Westwood Blvd),Entrées,Spicy Deluxe Sandwich,9.08,95.0,23,
Chick-fil-A (900 Westwood Blvd),Entrées,Chick-fil-A® Chicken Sandwich,7.58,94.0,250,
Chick-fil-A (900 Westwood Blvd),Entrées,Spicy Chicken Sandwich,8.12,95.0,290,
Chick-fil-A (900 Westwood Blvd),Entrées,Chick-fil-A® Deluxe Sandwich,8.54,83.0,24,
Chick-fil-A (900 Westwood Blvd),Entrées,Grilled Chicken Sandwich,9.21,83.0,18,
Chick-fil-A (900 Westwood Blvd),Entrées,Chick-fil-A® Grilled Chicken Club Sandwich,11.91,80.0,5,
Chick-fil-A (900 Westwood Blvd),Entrées,Chick-fil-A® Cool Wrap,11.38,66.0,15,
Chick-fil-A (900 Westwood Blvd),Entrées,Southwest Veggie Wrap,10.83,,0,
Chick-fil-A (900 Westwood Blvd),Entrées,Grilled Nuggets,8.49,100.0,3,
Chick-fil-A (900 Westwood Blvd),Entrées,Chick-fil-A Chick-n-Strips™,7.83,,0,
Chick-fil-A (900 Westwood Blvd),Entrées,Gluten Free Bun,1.82,,0,
Chick-fil-A (900 Westwood Blvd),Entrées,Filets,7.24,100.0,8,
Chick-fil-A (900 Westwood Blvd),Sides,Side Salad,5.83,92.0,13,
Chick-fil-A (900 Westwood Blvd),Sides,Waffle Potato Chips,3.58,100.0,3,
Chick-fil-A (900 Westwood Blvd),Sides,Buddy Fruits® Apple Sauce,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Sides,Chick-fil-A Waffle Potato Fries®,4.08,92.0,40,
Chick-fil-A (900 Westwood Blvd),Sides,Fruit Cup,5.79,,0,
Chick-fil-A (900 Westwood Blvd),Sides,Mac & Cheese,5.79,93.0,15,
Chick-fil-A (900 Westwood Blvd),Sides,Chicken Noodle Soup,5.62,100.0,6,
Chick-fil-A (900 Westwood Blvd),Sides,Kale Crunch Side,5.79,,0,
Chick-fil-A (900 Westwood Blvd),Sides,Greek Yogurt Parfait,6.49,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,DASANI® Bottled Water,3.24,100.0,5,
Chick-fil-A (900 Westwood Blvd),Beverages,Gallon Beverages,13.83,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,1% Milk,2.71,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Simply Orange®,4.29,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Honest Kids® Apple Juice,2.71,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Seasonal Cherry Berry Sunjoy Beverages,3.96,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Freshly-Brewed Iced Tea Sweetened,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Freshly-Brewed Iced Tea Unsweetened,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Chick-fil-A® Lemonade,3.99,100.0,3,
Chick-fil-A (900 Westwood Blvd),Beverages,Chick-fil-A® Diet Lemonade,3.99,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,1/2 Sweet Tea 1/2 Unsweet Tea,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,"Sunjoy® (1/2 Sweet Tea, 1/2 Lemonade)",3.99,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,"Sunjoy® (1/2 Sweet Tea, 1/2 Diet Lemonade)",3.99,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,"Sunjoy® (1/2 Unsweet Tea, 1/2 Lemonade)",3.99,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,"Sunjoy® (1/2 Unsweet Tea, 1/2 Diet Lemonade)",3.99,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,1/2 Lemonade 1/2 Diet Lemonade,3.99,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Iced Coffee,4.41,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Coca-Cola®,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Diet Coke®,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Coke® Zero Sugar,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Sprite®,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Dr Pepper®,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Diet Dr Pepper®,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Barq's® Root Beer,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Hi-C® Fruit Punch,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,Fanta® Orange,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,POWERADE®,3.46,,0,
Chick-fil-A (900 Westwood Blvd),Beverages,1% Chocolate Milk,2.71,,0,
Chick-fil-A (900 Westwood Blvd),Salads,Cobb Salad,12.32,,0,
Chick-fil-A (900 Westwood Blvd),Salads,Spicy Southwest Salad,12.54,,0,
Chick-fil-A (900 Westwood Blvd),Salads,Market Salad,12.54,,0,
Chick-fil-A (900 Westwood Blvd),Treats,Chocolate Chunk Cookie,2.41,86.0,30,
Chick-fil-A (900 Westwood Blvd),Treats,Cookies & Cream Milkshake,6.58,91.0,36,
Chick-fil-A (900 Westwood Blvd),Treats,Chocolate Fudge Brownie,3.24,92.0,55,
Chick-fil-A (900 Westwood Blvd),Treats,Chocolate Milkshake,6.58,95.0,20,
Chick-fil-A (900 Westwood Blvd),Treats,Vanilla Milkshake,6.58,94.0,18,
Chick-fil-A (900 Westwood Blvd),Treats,Strawberry Milkshake,6.58,90.0,11,
Chick-fil-A (900 Westwood Blvd),Treats,Seasonal Cherry Berry Frosted Lemonade Beverages,6.91,,0,
Chick-fil-A (900 Westwood Blvd),Treats,Frosted Lemonade,6.49,100.0,5,
Chick-fil-A (900 Westwood Blvd),Treats,Frosted Coffee,6.49,,0,
Chick-fil-A (900 Westwood Blvd),Kid's Meals,5 Ct Nuggets Kid's Meal,9.16,,0,
Chick-fil-A (900 Westwood Blvd),Kid's Meals,2 Ct Chick-n-Strips™ Kid's Meal,9.63,,0,
Chick-fil-A (900 Westwood Blvd),Kid's Meals,5 Ct Grilled Nuggets Kid's Meal,9.71,,0,
Chick-fil-A (900 Westwood Blvd),8oz Sauces,8oz Chick-fil-A® Sauce,3.79,90.0,20,
Chick-fil-A (900 Westwood Blvd),8oz Sauces,8oz Barbeque Sauce,3.79,100.0,3,
Chick-fil-A (900 Westwood Blvd),8oz Sauces,8oz Honey Mustard Sauce,3.79,75.0,4,
Chick-fil-A (900 Westwood Blvd),8oz Sauces,8oz Polynesian Sauce,3.79,80.0,5,
